Unnamed: 0,Brand,Model,Year,Price,Город,Кузов,"Объем двигателя, л",Пробег,Коробка передач,Руль,Цвет,Привод,Растаможен в Казахстане,VIN,Аварийная/Не на ходу,Двигатель
0, Audi,100 ,1992,"    1880000
    ₸
",Талдыкорган,седан,2.3 (бензин),256 000 км,автомат,слева,серый,передний привод,Да,,,
1, ВАЗ (Lada),Largus ,2017,"    3100000
    ₸
",Уральск,универсал,1.6 (бензин),85 000 км,механика,слева,белый,передний привод,Да,,,
2, Mercedes-Benz,E 230 ,1991,"    1650000
    ₸
",Костанай,седан,2.3 (бензин),,автомат,слева,белый,задний привод,Да,,,
3, Toyota,Camry ,2006,"    5900000
    ₸
",Нур-Султан (Астана),седан,2.4 (бензин),267 388 км,автомат,слева,серебристый,передний привод,Да,JTNBE40K*03****43,,
4, УАЗ,Patriot ,2013,"    2200000
    ₸
",Боровое,внедорожник,2.7 (бензин),180 000 км,механика,слева,зеленый,полный привод,Нет,,,
5, BMW,528 ,1997,"    2900000
    ₸
",Шу,седан,2.8 (бензин),350 000 км,автомат,слева,черный,задний привод,Да,,,
6, Opel,Vectra ,1997,"    670000
    ₸
",Есик,хэтчбек,2.5 (бензин),232 978 км,автомат,слева,бордовый,передний привод,Нет,,,
7, Hyundai,i10 ,2012,"    2950000
    ₸
",Усть-Каменогорск,хэтчбек,1.2 (бензин),100 000 км,автомат,слева,бордовый,передний привод,Да,,,
8, ВАЗ (Lada),2114 (хэтчбек) ,2008,"    730000
    ₸
",Уральск,хэтчбек,1.6 (бензин),,механика,слева,,передний привод,Нет,,,
9, ВАЗ (Lada),2110 (седан) ,2002,"    900000
    ₸
",Актау,седан,1.5 (газ-бензин),,механика,слева,золотистый,,Да,,,
10, ВАЗ (Lada),2114 (хэтчбек) ,2013,"    1900000
    ₸
",Тараз,хэтчбек,1.5 (бензин),,механика,слева,черный,передний привод,Да,,,
11, ВАЗ (Lada),Vesta ,2019,"    5550000
    ₸
",Усть-Каменогорск,седан,1.6 (бензин),37 000 км,механика,слева,коричневый,передний привод,Да,,,
12, Toyota,Corolla ,2011,"    6000000
    ₸
",Алматы,седан,1.6 (бензин),106 000 км,автомат,слева,черный,передний привод,Да,,,
13, Volkswagen,Polo ,1997,"    1800000
    ₸
",Нур-Султан (Астана),универсал,1.9 (дизель),,механика,слева,,передний привод,Да,,,
14, BMW,740 ,1999,"    4700000
    ₸
",Уральск,седан,4.4 (бензин),,типтроник,слева,черный металлик,задний привод,Да,,,
15, ВАЗ (Lada),2190 (седан) ,2019,"    1900000
    ₸
",Атырау,седан,1.6 (бензин),223 000 км,механика,слева,белый,передний привод,Да,,,
16, Toyota,Hilux ,2016,"    15200000
    ₸
",Актау,пикап,2.4 (дизель),106 000 км,механика,слева,белый,полный привод,Да,,,
17, Volkswagen,Passat ,1994,"    2050000
    ₸
",Кокшетау,универсал,2 (бензин),,механика,слева,серый металлик,передний привод,Да,,,
18, Mitsubishi,Montero Sport ,2000,"    3700000
    ₸
",Нур-Султан (Астана),внедорожник,3 (бензин),,автомат,слева,серебристый металлик,полный привод,Да,,,
19, Toyota,Avensis ,2002,"    1850000
    ₸
",Тараз,седан,1.8 (бензин),,механика,слева,зеленый металлик,передний привод,Нет,,,
0, BMW,528 ,1997,"    2900000
    ₸
",Шу,седан,2.8 (бензин),350 000 км,автомат,слева,черный,задний привод,Да,,,
1, Opel,Vectra ,1997,"    670000
    ₸
",Есик,хэтчбек,2.5 (бензин),232 978 км,автомат,слева,бордовый,передний привод,Нет,,,
2, Hyundai,i10 ,2012,"    2950000
    ₸
",Усть-Каменогорск,хэтчбек,1.2 (бензин),100 000 км,автомат,слева,бордовый,передний привод,Да,,,
3, ВАЗ (Lada),2114 (хэтчбек) ,2008,"    730000
    ₸
",Уральск,хэтчбек,1.6 (бензин),,механика,слева,,передний привод,Нет,,,
4, ВАЗ (Lada),2110 (седан) ,2002,"    900000
    ₸
",Актау,седан,1.5 (газ-бензин),,механика,слева,золотистый,,Да,,,
5, ВАЗ (Lada),2114 (хэтчбек) ,2013,"    1900000
    ₸
",Тараз,хэтчбек,1.5 (бензин),,механика,слева,черный,передний привод,Да,,,
6, ВАЗ (Lada),Vesta ,2019,"    5550000
    ₸
",Усть-Каменогорск,седан,1.6 (бензин),37 000 км,механика,слева,коричневый,передний привод,Да,,,
7, Toyota,Corolla ,2011,"    6000000
    ₸
",Алматы,седан,1.6 (бензин),106 000 км,автомат,слева,черный,передний привод,Да,,,
8, Volkswagen,Polo ,1997,"    1800000
    ₸
",Нур-Султан (Астана),универсал,1.9 (дизель),,механика,слева,,передний привод,Да,,,
9, BMW,740 ,1999,"    4700000
    ₸
",Уральск,седан,4.4 (бензин),,типтроник,слева,черный металлик,задний привод,Да,,,
10, ВАЗ (Lada),2190 (седан) ,2019,"    1900000
    ₸
",Атырау,седан,1.6 (бензин),223 000 км,механика,слева,белый,передний привод,Да,,,
11, Toyota,Hilux ,2016,"    15200000
    ₸
",Актау,пикап,2.4 (дизель),106 000 км,механика,слева,белый,полный привод,Да,,,
12, Volkswagen,Passat ,1994,"    2050000
    ₸
",Кокшетау,универсал,2 (бензин),,механика,слева,серый металлик,передний привод,Да,,,
13, Mitsubishi,Montero Sport ,2000,"    3700000
    ₸
",Нур-Султан (Астана),внедорожник,3 (бензин),,автомат,слева,серебристый металлик,полный привод,Да,,,
14, Toyota,Avensis ,2002,"    1850000
    ₸
",Тараз,седан,1.8 (бензин),,механика,слева,зеленый металлик,передний привод,Нет,,,
15, Audi,100 ,1991,"    1100000
    ₸
",Нур-Султан (Астана),седан,2 (бензин),333 333 км,механика,слева,вишня,передний привод,Да,,,
16, Lexus,LX 470 ,1998,"    7000000
    ₸
",Жетысай,внедорожник,4.7 (газ-бензин),777 777 км,автомат,слева,черный металлик,полный привод,Да,,,
17, ВАЗ (Lada),2170 (седан) ,2013,"    1850000
    ₸
",Кызылорда,седан,1.6 (бензин),250 000 км,робот,слева,,передний привод,Да,,,
18, Toyota,Mark II ,1997,"    2500000
    ₸
",Экибастуз,седан,2 (бензин),250 000 км,автомат,справа,белый,задний привод,Да,,,
19, Toyota,Camry ,2008,"    5950000
    ₸
",Алматы,седан,2.4 (бензин),,автомат,слева,,передний привод,Да,,,
0, ВАЗ (Lada),2114 (хэтчбек) ,2008,"    730000
    ₸
",Уральск,хэтчбек,1.6 (бензин),,механика,слева,,передний привод,Нет,,,
1, ВАЗ (Lada),2110 (седан) ,2002,"    900000
    ₸
",Актау,седан,1.5 (газ-бензин),,механика,слева,золотистый,,Да,,,
2, ВАЗ (Lada),2114 (хэтчбек) ,2013,"    1900000
    ₸
",Тараз,хэтчбек,1.5 (бензин),,механика,слева,черный,передний привод,Да,,,
3, ВАЗ (Lada),Vesta ,2019,"    5550000
    ₸
",Усть-Каменогорск,седан,1.6 (бензин),37 000 км,механика,слева,коричневый,передний привод,Да,,,
4, Toyota,Corolla ,2011,"    6000000
    ₸
",Алматы,седан,1.6 (бензин),106 000 км,автомат,слева,черный,передний привод,Да,,,
5, Volkswagen,Polo ,1997,"    1800000
    ₸
",Нур-Султан (Астана),универсал,1.9 (дизель),,механика,слева,,передний привод,Да,,,
6, BMW,740 ,1999,"    4700000
    ₸
",Уральск,седан,4.4 (бензин),,типтроник,слева,черный металлик,задний привод,Да,,,
7, ВАЗ (Lada),2190 (седан) ,2019,"    1900000
    ₸
",Атырау,седан,1.6 (бензин),223 000 км,механика,слева,белый,передний привод,Да,,,
8, Toyota,Hilux ,2016,"    15200000
    ₸
",Актау,пикап,2.4 (дизель),106 000 км,механика,слева,белый,полный привод,Да,,,
9, Volkswagen,Passat ,1994,"    2050000
    ₸
",Кокшетау,универсал,2 (бензин),,механика,слева,серый металлик,передний привод,Да,,,
10, Mitsubishi,Montero Sport ,2000,"    3700000
    ₸
",Нур-Султан (Астана),внедорожник,3 (бензин),,автомат,слева,серебристый металлик,полный привод,Да,,,
11, Toyota,Avensis ,2002,"    1850000
    ₸
",Тараз,седан,1.8 (бензин),,механика,слева,зеленый металлик,передний привод,Нет,,,
12, Audi,100 ,1991,"    1100000
    ₸
",Нур-Султан (Астана),седан,2 (бензин),333 333 км,механика,слева,вишня,передний привод,Да,,,
13, Lexus,LX 470 ,1998,"    7000000
    ₸
",Жетысай,внедорожник,4.7 (газ-бензин),777 777 км,автомат,слева,черный металлик,полный привод,Да,,,
14, ВАЗ (Lada),2170 (седан) ,2013,"    1850000
    ₸
",Кызылорда,седан,1.6 (бензин),250 000 км,робот,слева,,передний привод,Да,,,
